index,dataset,prompt,iou,dice,precision,recall,gt_coverage
187,cracks,segment crack,0.666844,0.800128,0.756437,0.849174,5.04
213,cracks,segment crack,0.667430,0.800549,0.825325,0.777218,4.21
253,drywall,segment taping area,0.667623,0.800688,0.671124,0.992245,16.84
133,drywall,segment taping area,0.670593,0.802820,0.744526,0.871018,3.48
46,cracks,segment crack,0.671112,0.803192,0.742853,0.874200,1.34
371,drywall,segment taping area,0.671147,0.803217,0.928387,0.707789,3.48
33,cracks,segment crack,0.672538,0.804212,0.729940,0.895311,4.17
360,drywall,segment taping area,0.672689,0.804321,0.675985,0.992804,6.34
262,cracks,segment crack,0.677034,0.807419,0.680592,0.992338,1.91
27,cracks,segment crack,0.678933,0.808768,0.932125,0.714245,10.21
223,drywall,segment taping area,0.679296,0.809024,0.695676,0.966498,20.35
380,cracks,segment crack,0.680072,0.809575,0.703383,0.953533,2.81
357,cracks,segment crack,0.681116,0.810314,0.711171,0.941578,5.36
236,drywall,segment taping area,0.681366,0.810491,0.913114,0.728604,25.07
176,drywall,segment taping area,0.681530,0.810607,0.711897,0.941098,28.62
191,cracks,segment crack,0.683321,0.811873,0.718393,0.933320,1.25
34,cracks,segment crack,0.683659,0.812111,0.690653,0.985405,2.43
332,cracks,segment crack,0.684440,0.812662,0.830000,0.796034,7.17
