index,dataset,prompt,iou,dice,precision,recall,gt_coverage
314,cracks,segment crack,0.744524,0.853555,0.813697,0.897520,11.42
28,cracks,segment crack,0.744723,0.853686,0.776662,0.947669,9.31
75,drywall,segment taping area,0.745995,0.854521,0.906415,0.808248,1.76
92,cracks,segment crack,0.749031,0.856510,0.797160,0.925407,9.58
176,drywall,segment taping area,0.749736,0.856970,0.925115,0.798176,28.62
271,cracks,segment crack,0.750838,0.857690,0.909531,0.811439,6.68
197,drywall,segment taping area,0.751216,0.857937,0.997559,0.752600,10.87
99,drywall,segment taping area,0.751235,0.857949,0.955509,0.778465,3.44
203,cracks,segment crack,0.752005,0.858451,0.902238,0.818717,13.98
265,cracks,segment crack,0.753387,0.859351,0.793849,0.936633,4.51
393,drywall,segment taping area,0.754181,0.859867,0.918518,0.808257,2.56
262,cracks,segment crack,0.755150,0.860496,0.786182,0.950326,1.91
52,cracks,segment crack,0.755456,0.860695,0.798241,0.933751,7.29
62,cracks,segment crack,0.755956,0.861019,0.932587,0.799653,10.12
188,drywall,segment taping area,0.756116,0.861123,0.851330,0.871143,4.57
0,drywall,segment taping area,0.756620,0.861450,1.000000,0.756620,10.13
382,drywall,segment taping area,0.756749,0.861534,0.970288,0.774701,13.47
226,drywall,segment taping area,0.756790,0.861560,0.795082,0.940168,28.48
118,drywall,segment taping area,0.760780,0.864140,0.797611,0.942776,23.57
167,drywall,segment taping area,0.762086,0.864981,0.929302,0.808988,9.26
229,cracks,segment crack,0.764632,0.866619,0.894997,0.839986,2.84
55,drywall,segment taping area,0.765359,0.867086,0.808418,0.934935,23.57
68,drywall,segment taping area,0.765495,0.867173,0.767512,0.996578,11.20
340,drywall,segment taping area,0.766233,0.867647,0.923753,0.817966,3.80
3,drywall,segment taping area,0.769112,0.869489,0.868482,0.870499,6.41
37,drywall,segment taping area,0.769435,0.869696,1.000000,0.769435,11.78
125,drywall,segment taping area,0.772696,0.871775,0.801813,0.955113,7.80
389,drywall,segment taping area,0.776322,0.874078,0.860928,0.887636,3.23
112,drywall,segment taping area,0.776901,0.874445,0.875043,0.873848,40.59
346,drywall,segment taping area,0.777378,0.874747,0.839523,0.913057,66.81
259,drywall,segment taping area,0.779418,0.876037,0.922183,0.834289,16.35
110,drywall,segment taping area,0.781020,0.877048,0.886172,0.868110,12.31
196,cracks,segment crack,0.781306,0.877229,0.891249,0.863642,18.33
93,drywall,segment taping area,0.781643,0.877440,0.784345,0.995611,11.18
347,drywall,segment taping area,0.782138,0.877753,0.863663,0.892310,8.92
223,drywall,segment taping area,0.783007,0.878300,0.799435,0.974427,20.35
142,drywall,segment taping area,0.783562,0.878649,0.813650,0.954934,5.94
71,drywall,segment taping area,0.784527,0.879255,0.952232,0.816667,8.38
360,drywall,segment taping area,0.784534,0.879260,0.796341,0.981453,6.34
344,cracks,segment crack,0.785980,0.880167,0.799228,0.979345,5.32
253,drywall,segment taping area,0.786009,0.880185,0.803321,0.973313,16.84
121,drywall,segment taping area,0.787042,0.880832,0.933342,0.833916,8.38
16,drywall,segment taping area,0.787749,0.881275,0.993608,0.791762,12.80
352,cracks,segment crack,0.789233,0.882203,0.825761,0.946927,5.79
180,cracks,segment crack,0.791827,0.883821,0.823185,0.954100,2.27
80,drywall,segment taping area,0.792070,0.883972,0.824285,0.952977,28.57
278,drywall,segment taping area,0.792154,0.884025,0.925913,0.845762,3.93
171,drywall,segment taping area,0.794884,0.885722,0.813386,0.972179,5.07
366,drywall,segment taping area,0.796652,0.886818,0.920343,0.855650,8.36
184,drywall,segment taping area,0.800637,0.889282,0.803463,0.995625,4.69
207,drywall,segment taping area,0.801596,0.889873,0.802289,0.998925,14.53
40,drywall,segment taping area,0.801915,0.890070,0.970968,0.821615,2.81
252,drywall,segment taping area,0.804526,0.891676,0.991400,0.810180,7.02
77,drywall,segment taping area,0.806961,0.893169,0.809743,0.995761,10.89
219,drywall,segment taping area,0.807854,0.893716,0.841232,0.953185,16.28
359,drywall,segment taping area,0.808295,0.893986,0.968087,0.830422,3.94
353,drywall,segment taping area,0.811147,0.895727,0.821601,0.984556,5.41
290,cracks,segment crack,0.811299,0.895820,0.835730,0.965221,6.25
74,cracks,segment crack,0.812329,0.896448,0.846302,0.952911,10.82
65,drywall,segment taping area,0.813749,0.897311,0.995094,0.817027,52.91
29,drywall,segment taping area,0.815768,0.898537,0.970526,0.836491,4.01
269,drywall,segment taping area,0.820626,0.901477,0.825369,0.993047,19.70
90,cracks,segment crack,0.823693,0.903324,0.901252,0.905407,7.57
189,drywall,segment taping area,0.824966,0.904089,0.948521,0.863633,26.10
285,cracks,segment crack,0.825060,0.904146,0.896922,0.911487,3.67
214,drywall,segment taping area,0.825970,0.904692,0.992716,0.831006,12.01
64,drywall,segment taping area,0.826401,0.904951,0.860964,0.953673,9.80
243,drywall,segment taping area,0.827117,0.905379,0.834476,0.989451,19.67
215,cracks,segment crack,0.828228,0.906045,0.863244,0.953311,2.05
195,drywall,segment taping area,0.831886,0.908229,0.942190,0.876631,7.02
129,drywall,segment taping area,0.834389,0.909719,0.970264,0.856286,58.88
279,drywall,segment taping area,0.834601,0.909845,0.980126,0.848968,8.27
21,drywall,segment taping area,0.834949,0.910052,0.998635,0.835904,21.15
11,cracks,segment crack,0.835597,0.910436,0.869387,0.955553,2.39
120,drywall,segment taping area,0.836115,0.910743,0.978299,0.851915,4.90
367,drywall,segment taping area,0.838055,0.911893,0.979780,0.852804,21.43
88,drywall,segment taping area,0.838690,0.912269,0.967249,0.863203,20.15
160,drywall,segment taping area,0.838806,0.912337,0.858170,0.973804,43.07
303,drywall,segment taping area,0.839443,0.912715,0.940407,0.886606,31.86
379,drywall,segment taping area,0.839875,0.912969,0.874150,0.955397,28.62
323,drywall,segment taping area,0.840150,0.913132,0.924008,0.902510,8.00
236,drywall,segment taping area,0.841092,0.913688,0.909081,0.918342,25.07
108,drywall,segment taping area,0.841794,0.914102,0.974348,0.860873,31.67
222,drywall,segment taping area,0.841937,0.914186,0.923096,0.905448,6.10
158,drywall,segment taping area,0.841958,0.914199,0.964048,0.869251,15.33
324,drywall,segment taping area,0.845839,0.916482,0.887368,0.947570,7.02
308,drywall,segment taping area,0.849252,0.918482,0.883765,0.956038,57.28
51,drywall,segment taping area,0.849416,0.918577,0.851488,0.997143,30.85
320,drywall,segment taping area,0.851692,0.919907,0.898602,0.942247,13.82
325,drywall,segment taping area,0.852287,0.920254,0.984391,0.863963,15.33
377,drywall,segment taping area,0.852576,0.920422,0.927962,0.913004,6.48
111,drywall,segment taping area,0.853514,0.920968,0.870475,0.977681,42.49
103,drywall,segment taping area,0.853689,0.921070,0.865871,0.983786,6.79
261,drywall,segment taping area,0.853811,0.921141,0.878366,0.968297,18.83
42,drywall,segment taping area,0.854622,0.921613,0.996744,0.857014,12.73
10,drywall,segment taping area,0.855531,0.922141,0.863821,0.988907,9.02
50,drywall,segment taping area,0.856280,0.922576,0.998717,0.857223,12.20
12,drywall,segment taping area,0.856493,0.922700,0.975222,0.875546,18.33
273,drywall,segment taping area,0.856721,0.922832,0.967590,0.882032,22.39
386,drywall,segment taping area,0.857886,0.923508,0.924082,0.922934,46.19
237,drywall,segment taping area,0.858916,0.924104,0.909557,0.939123,10.27
157,drywall,segment taping area,0.859189,0.924262,0.872345,0.982749,23.55
263,cracks,segment crack,0.859869,0.924655,0.908866,0.941003,5.14
256,drywall,segment taping area,0.860266,0.924885,0.912362,0.937757,24.80
32,drywall,segment taping area,0.860608,0.925082,0.995728,0.863797,8.70
354,drywall,segment taping area,0.863502,0.926752,0.870814,0.990370,19.70
132,drywall,segment taping area,0.864648,0.927412,0.996560,0.867236,21.86
143,drywall,segment taping area,0.866532,0.928494,0.898758,0.960265,3.27
231,drywall,segment taping area,0.867360,0.928969,0.942356,0.915957,15.59
91,drywall,segment taping area,0.869232,0.930042,0.894036,0.969069,16.08
122,drywall,segment taping area,0.869318,0.930091,0.940019,0.920372,18.00
356,drywall,segment taping area,0.870801,0.930939,0.905475,0.957877,19.62
115,drywall,segment taping area,0.872392,0.931848,0.881802,0.987916,19.70
331,drywall,segment taping area,0.872415,0.931861,0.990606,0.879693,17.30
351,drywall,segment taping area,0.873147,0.932278,0.883316,0.986986,16.23
47,drywall,segment taping area,0.873223,0.932322,0.882490,0.988118,7.79
241,drywall,segment taping area,0.873277,0.932352,0.911694,0.953968,18.83
400,drywall,segment taping area,0.874166,0.932859,0.889018,0.981248,18.79
76,drywall,segment taping area,0.876360,0.934106,0.954374,0.914682,15.42
335,drywall,segment taping area,0.876440,0.934152,0.955271,0.913947,15.22
233,drywall,segment taping area,0.878212,0.935157,0.940945,0.929441,12.48
396,drywall,segment taping area,0.879784,0.936048,0.897587,0.977953,10.70
255,drywall,segment taping area,0.880287,0.936333,0.999847,0.880406,54.37
60,drywall,segment taping area,0.880850,0.936651,0.967956,0.907307,9.73
397,drywall,segment taping area,0.882034,0.937320,0.908523,0.968002,10.12
384,drywall,segment taping area,0.882123,0.937370,0.927717,0.947226,10.27
383,drywall,segment taping area,0.882391,0.937521,0.916127,0.959938,9.47
260,cracks,segment crack,0.883009,0.937870,0.976030,0.902581,4.35
144,drywall,segment taping area,0.885132,0.939066,0.935916,0.942238,13.95
173,drywall,segment taping area,0.885847,0.939469,0.898673,0.984144,8.27
322,drywall,segment taping area,0.886326,0.939738,0.944720,0.934807,21.96
385,drywall,segment taping area,0.886524,0.939849,1.000000,0.886524,47.03
1,drywall,segment taping area,0.887434,0.940361,0.939611,0.941112,51.97
96,drywall,segment taping area,0.888510,0.940964,0.913725,0.969877,19.62
128,drywall,segment taping area,0.889638,0.941596,0.997249,0.891826,57.86
305,drywall,segment taping area,0.889714,0.941639,0.972773,0.912435,26.46
247,drywall,segment taping area,0.890838,0.942268,0.985106,0.903001,31.11
86,drywall,segment taping area,0.890907,0.942307,0.904867,0.982978,11.47
156,drywall,segment taping area,0.891383,0.942573,0.974685,0.912509,12.23
355,drywall,segment taping area,0.891895,0.942859,0.908149,0.980328,36.19
401,drywall,segment taping area,0.893046,0.943502,0.988668,0.902282,64.14
395,drywall,segment taping area,0.894111,0.944096,0.968150,0.921208,16.61
14,drywall,segment taping area,0.895488,0.944863,0.969735,0.921234,12.23
41,drywall,segment taping area,0.896451,0.945398,0.950406,0.940443,33.81
361,drywall,segment taping area,0.896916,0.945657,0.907882,0.986712,25.47
66,drywall,segment taping area,0.896921,0.945660,0.963667,0.928314,25.07
135,drywall,segment taping area,0.902498,0.948750,0.911761,0.988867,36.18
334,drywall,segment taping area,0.902753,0.948891,0.951235,0.946560,6.66
155,drywall,segment taping area,0.903535,0.949323,0.962903,0.936121,15.30
63,drywall,segment taping area,0.905723,0.950529,0.970163,0.931675,13.14
294,drywall,segment taping area,0.907218,0.951352,0.985468,0.919519,12.01
31,drywall,segment taping area,0.908456,0.952033,0.968940,0.935705,13.38
