index,dataset,prompt,iou,dice,precision,recall,gt_coverage
362,cracks,segment crack,0.568114,0.724582,0.996289,0.569319,3.34
349,cracks,segment crack,0.568144,0.724607,0.881822,0.614968,5.54
134,cracks,segment crack,0.569513,0.725719,0.611334,0.892762,0.92
43,cracks,segment crack,0.569656,0.725836,0.643216,0.832808,1.24
9,cracks,segment crack,0.570755,0.726727,0.575067,0.987032,1.17
144,drywall,segment taping area,0.573997,0.729350,0.662170,0.811699,13.95
176,drywall,segment taping area,0.574856,0.730042,0.604236,0.922012,28.62
154,cracks,segment crack,0.574977,0.730140,0.739458,0.721053,3.55
82,drywall,segment taping area,0.577781,0.732397,0.585912,0.976546,11.29
297,cracks,segment crack,0.577884,0.732480,0.699901,0.768240,1.57
83,drywall,segment taping area,0.579095,0.733452,0.609497,0.920695,39.46
299,cracks,segment crack,0.582783,0.736403,0.713510,0.760813,2.15
373,cracks,segment crack,0.585379,0.738472,0.759862,0.718253,3.44
70,cracks,segment crack,0.587372,0.740056,0.879596,0.638728,4.93
327,cracks,segment crack,0.587704,0.740320,0.824800,0.671537,12.50
318,drywall,segment taping area,0.590495,0.742530,0.615226,0.936264,4.67
313,cracks,segment crack,0.591006,0.742934,0.628006,0.909348,4.40
113,cracks,segment crack,0.591117,0.743021,0.994714,0.592980,7.82
27,cracks,segment crack,0.591823,0.743579,0.826192,0.675985,10.21
276,cracks,segment crack,0.593139,0.744617,0.942572,0.615378,8.21
266,cracks,segment crack,0.595950,0.746828,0.982047,0.602514,5.34
388,cracks,segment crack,0.597199,0.747808,0.988116,0.601519,4.05
