index,dataset,prompt,iou,dice,precision,recall,gt_coverage
348,cracks,segment crack,0.525819,0.689229,0.681222,0.697426,3.75
329,cracks,segment crack,0.530749,0.693450,0.893402,0.566633,11.50
313,cracks,segment crack,0.531993,0.694511,0.593176,0.837603,4.40
339,cracks,segment crack,0.532811,0.695207,0.705057,0.685630,2.88
22,cracks,segment crack,0.532965,0.695338,0.984544,0.537462,13.48
154,cracks,segment crack,0.538596,0.700113,0.957746,0.551705,3.55
36,cracks,segment crack,0.538701,0.700203,0.867892,0.586820,10.14
342,cracks,segment crack,0.541813,0.702825,0.549925,0.973494,4.89
274,drywall,segment taping area,0.542094,0.703062,0.566513,0.926343,1.91
375,cracks,segment crack,0.543307,0.704082,0.543307,1.000000,6.15
183,cracks,segment crack,0.543337,0.704107,0.580561,0.894450,4.25
270,cracks,segment crack,0.547611,0.707685,0.560943,0.958404,2.75
234,cracks,segment crack,0.548731,0.708620,0.996155,0.549896,5.98
257,cracks,segment crack,0.551060,0.710559,0.856159,0.607283,4.60
172,cracks,segment crack,0.554906,0.713749,0.641838,0.803806,2.10
357,cracks,segment crack,0.555179,0.713975,0.564835,0.970129,5.36
45,cracks,segment crack,0.555672,0.714382,0.555672,1.000000,2.45
43,cracks,segment crack,0.555728,0.714428,0.616485,0.849369,1.24
39,cracks,segment crack,0.557788,0.716128,0.896908,0.595999,3.16
230,cracks,segment crack,0.562640,0.720115,0.606891,0.885275,2.49
275,cracks,segment crack,0.565706,0.722621,0.983420,0.571153,4.69
15,drywall,segment taping area,0.566031,0.722886,0.666973,0.789032,2.47
333,cracks,segment crack,0.566545,0.723305,0.885536,0.611312,7.36
8,drywall,segment taping area,0.568110,0.724579,0.990536,0.571210,10.87
18,cracks,segment crack,0.570808,0.726770,0.866618,0.625785,4.66
311,cracks,segment crack,0.571366,0.727222,0.955282,0.587068,3.78
292,cracks,segment crack,0.576270,0.731182,0.586896,0.969540,2.69
284,cracks,segment crack,0.578015,0.732585,0.726788,0.738474,1.49
67,cracks,segment crack,0.578084,0.732640,0.983767,0.583651,4.16
114,cracks,segment crack,0.579267,0.733590,0.610988,0.917745,3.60
139,cracks,segment crack,0.582914,0.736508,0.666439,0.823041,4.91
